"idhod","hodnota","stapro_kod","typezar_cis","typezar_kod","pnet_cis","pnet_kod","pocdospvdom_cis","pocdospvdom_kod","pocdetivdom_cis","pocdetivdom_kod","velskupobce_cis","velskupobce_kod","kvartilcpdom_cis","kvartilcpdom_kod","rok","uzemi_cis","uzemi_kod","uzemi_txt","stapro_txt","typezar_txt","pnet_text","pocdospvdom_txt","pocdetivdom_txt","velskupobce_txt","kvartilcpdom_txt"
"916836621","72.3","7640",,,,,,,,,,,"7700","410050610075000","2009","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"třetí kvartil"
"916836585","50.3","7638","183","3",,,,,,,,,"7700","410025610050000","2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"druhý kvartil"
"916837691","74.7","7638","183","3",,,"7700","400001600002000","7700","400001799999000",,,,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"1","1 a více",,
"916838062","68.8","7638","183","3",,,,,,,"7700","445000799999000",,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"50000 a více",
"916837337","38.2","7638","183","3",,,"7700","400001600002000","7700","400000600001000",,,,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"1","0",,
"916837884","88","7638","183","3",,,"7700","400003799999000","7700","400001799999000",,,,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"3 a více","1 a více",,
"916837792","87.4","7638","183","3",,,"7700","400002600003000","7700","400001799999000",,,,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"2","1 a více",,
"916836598","80.4","7638","183","3",,,,,,,,,"7700","410050610075000","2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"třetí kvartil"
"916837975","61.8","7638","183","3",,,,,,,"7700","432000641000000",,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"2000 – 9999",
"916838140","26.5","7638","183","3",,,,,,,,,"7700","400000610025000","2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"první (nejnižší) kvartil"
"916836686","93.7","7638","183","3",,,,,,,,,"7700","410075620100000","2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"čtvrtý (nejvyšší) kvartil"
"916837225","56.3","7638","183","3",,,,,"7700","400000600001000",,,,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,"0",,
"916837564","87","7638","183","3",,,"7700","400003799999000","7700","400000600001000",,,,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"3 a více","0",,
"916837962","63","7638","183","3",,,,,,,"7700","399999632000000",,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"do 1999",
"916837455","50.6","7638","183","3",,,"7700","400002600003000","7700","400000600001000",,,,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"2","0",,
"916838049","63.3","7638","183","3",,,,,,,"7700","441000645000000",,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"10000 – 49999",
"916837210","64.8","7638","183","3",,,,,,,,,,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837579","86.8","7638","183","3",,,,,"7700","400001799999000",,,,,"2011","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,"1 a více",,
"916837995","85.2","7640",,,,,"7700","400002600003000","7700","400001799999000",,,,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,"2","1 a více",,
"916836638","55.8","7640",,,"5725","02",,,,,"7700","399999632000000",,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"do 1999",
"916837263","92.2","7640",,,,,,,,,,,"7700","410075620100000","2011","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"čtvrtý (nejvyšší) kvartil"
"916837816","85.1","7640",,,,,"7700","400003799999000","7700","400000600001000",,,,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,"3 a více","0",,
"916837046","88.9","7640",,,"5725","02",,,,,,,"7700","410075620100000","2011","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"čtvrtý (nejvyšší) kvartil"
"916837609","53.1","7640",,,,,,,"7700","400000600001000",,,,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,,"0",,
"916837918","70.5","7640",,,,,"7700","400001600002000","7700","400001799999000",,,,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,"1","1 a více",,
"916836815","62.4","7640",,,"5725","02",,,,,"7700","445000799999000",,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"50000 a více",
"916838162","59.9","7640",,,,,,,,,"7700","432000641000000",,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"2000 – 9999",
"916836944","72.7","7640",,,"5725","02",,,,,,,"7700","410050610075000","2011","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"třetí kvartil"
"916838175","62","7640",,,,,,,,,"7700","441000645000000",,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"10000 – 49999",
"916836536","23.7","7640",,,,,,,,,,,"7700","400000610025000","2011","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"první (nejnižší) kvartil"
"916837848","57.4","7640",,,"5725","02",,,,,,,,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837923","50.5","7640",,,"5725","02",,,"7700","400000600001000",,,,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,"0",,
"916836828","22","7640",,,"5725","02",,,,,,,"7700","400000610025000","2011","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"první (nejnižší) kvartil"
"916838084","60.3","7640",,,,,,,,,"7700","399999632000000",,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"do 1999",
"916836523","63.7","7640",,,,,,,,,"7700","445000799999000",,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"50000 a více",
"916837594","61.7","7640",,,,,,,,,,,,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,
"916838071","84.9","7640",,,,,"7700","400003799999000","7700","400001799999000",,,,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,"3 a více","1 a více",,
"916836931","43.9","7640",,,"5725","02",,,,,,,"7700","410025610050000","2011","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"druhý kvartil"
"916836610","46.3","7640",,,,,,,,,,,"7700","410025610050000","2011","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"druhý kvartil"
"916837704","35.3","7640",,,,,"7700","400001600002000","7700","400000600001000",,,,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,"1","0",,
"916837801","46.4","7640",,,,,"7700","400002600003000","7700","400000600001000",,,,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,"2","0",,
"916838091","80.3","7640",,,"5725","02",,,"7700","400001799999000",,,,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,"1 a více",,
"916837903","84.2","7640",,,,,,,"7700","400001799999000",,,,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,,,"1 a více",,
"916836651","56.8","7640",,,"5725","02",,,,,"7700","432000641000000",,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"2000 – 9999",
"916836712","58.6","7640",,,"5725","02",,,,,"7700","441000645000000",,,"2011","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"10000 – 49999",
"916836623","77","7640",,,,,,,,,,,"7700","410050610075000","2011","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"třetí kvartil"
"916837204","30","7638","183","3",,,,,,,,,,,"2005","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837588","19.1","7640",,,,,,,,,,,,,"2005","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,
"916837205","35.7","7638","183","3",,,,,,,,,,,"2006","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837843","15.4","7640",,,"5725","02",,,,,,,,,"2006","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837589","26.7","7640",,,,,,,,,,,,,"2006","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,
"916836586","52.8","7638","183","3",,,,,,,,,"7700","410025610050000","2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"druhý kvartil"
"916837692","75.2","7638","183","3",,,"7700","400001600002000","7700","400001799999000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"1","1 a více",,
"916838063","70.3","7638","183","3",,,,,,,"7700","445000799999000",,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"50000 a více",
"916837338","39.3","7638","183","3",,,"7700","400001600002000","7700","400000600001000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"1","0",,
"916837885","92","7638","183","3",,,"7700","400003799999000","7700","400001799999000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"3 a více","1 a více",,
"916837793","88.1","7638","183","3",,,"7700","400002600003000","7700","400001799999000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"2","1 a více",,
"916836599","86","7638","183","3",,,,,,,,,"7700","410050610075000","2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"třetí kvartil"
"916837976","66.3","7638","183","3",,,,,,,"7700","432000641000000",,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"2000 – 9999",
"916838141","26.2","7638","183","3",,,,,,,,,"7700","400000610025000","2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"první (nejnižší) kvartil"
"916836687","94.8","7638","183","3",,,,,,,,,"7700","410075620100000","2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"čtvrtý (nejvyšší) kvartil"
"916837226","58.5","7638","183","3",,,,,"7700","400000600001000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,"0",,
"916837565","89.1","7638","183","3",,,"7700","400003799999000","7700","400000600001000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"3 a více","0",,
"916837963","65.2","7638","183","3",,,,,,,"7700","399999632000000",,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"do 1999",
"916837456","55.8","7638","183","3",,,"7700","400002600003000","7700","400000600001000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"2","0",,
"916838050","66.2","7638","183","3",,,,,,,"7700","441000645000000",,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"10000 – 49999",
"916837211","67.3","7638","183","3",,,,,,,,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837866","38.3","7638","182","36",,,"7700","400002600003000","7700","400001799999000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"2","1 a více",,
"916836564","15.4","7638","182","36",,,,,,,,,"7700","410025610050000","2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"druhý kvartil"
"916837446","24.4","7638","182","36",,,,,"7700","400000600001000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,"0",,
"916837767","42.5","7638","182","36",,,,,"7700","400001799999000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,"1 a více",,
"916837778","24.5","7638","182","36",,,"7700","400001600002000","7700","400001799999000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"1","1 a více",,
"916837549","12.7","7638","182","36",,,"7700","400001600002000","7700","400000600001000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"1","0",,
"916837435","29.3","7638","182","36",,,,,,,,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837560","19.3","7638","182","36",,,"7700","400002600003000","7700","400000600001000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"2","0",,
"916836575","33.4","7638","182","36",,,,,,,,,"7700","410050610075000","2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"třetí kvartil"
"916837677","91.1","7638","183","3",,,,,"7700","400001799999000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,"1 a více",,
"916837670","47.4","7638","182","36",,,"7700","400003799999000","7700","400000600001000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"3 a více","0",,
"916836658","57.5","7638","182","36",,,,,,,,,"7700","410075620100000","2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"čtvrtý (nejvyšší) kvartil"
"916837940","45.9","7638","182","36",,,"7700","400003799999000","7700","400001799999000",,,,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"3 a více","1 a více",,
"916837951","26.2","7638","182","36",,,,,,,"7700","399999632000000",,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"do 1999",
"916838110","33.9","7638","182","36",,,,,,,"7700","445000799999000",,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"50000 a více",
"916838023","28.1","7638","182","36",,,,,,,"7700","432000641000000",,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"2000 – 9999",
"916838034","27.2","7638","182","36",,,,,,,"7700","441000645000000",,,"2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"10000 – 49999",
"916838121","6.1","7638","182","36",,,,,,,,,"7700","400000610025000","2012","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"první (nejnižší) kvartil"
"916837996","87.7","7640",,,,,"7700","400002600003000","7700","400001799999000",,,,,"2012","97","19","Česká republika","Domácností s přístupem k internetu",,,"2","1 a více",,
